Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2023 Tesla Model Y Performance,"$38,500",Jim McKay Chevrolet,Automatic,All-Wheel Drive,Electric,2.5,307 reviews,"Fairfax, VA (43 mi.)","12,279 mi."
2021 Tesla Model Y Long Range,"$33,700",Jim McKay Chevrolet,Automatic,All-Wheel Drive,Electric,2.5,307 reviews,"Fairfax, VA (43 mi.)","7,703 mi."
2023 Tesla Model Y Performance,"$39,000",Jim McKay Chevrolet,Automatic,All-Wheel Drive,Electric,2.5,307 reviews,"Fairfax, VA (43 mi.)","7,095 mi."
2022 Tesla Model Y Long Range,"$32,652",BMW of Sterling,Automatic,All-Wheel Drive,Electric,3.6,"1,140 reviews","Sterling, VA (44 mi.)","29,661 mi."
2021 Ford Mustang Mach-E Select,"$27,750",Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,Automatic,All-Wheel Drive,Electric,4.9,"1,155 reviews","Sterling, VA (46 mi.)","34,812 mi."
2018 Tesla Model S 100D,"$29,495",Imperial Auto LLC,Automatic,All-Wheel Drive,Electric,3.7,58 reviews,"Manassas, VA (52 mi.)","78,655 mi."
2021 Tesla Model Y Performance Dual Motor All-Wheel Drive,"$33,500",Fred's Executive Auto,Automatic,All-Wheel Drive,Electric,4.3,471 reviews,"Woodbridge, VA (53 mi.)","37,779 mi."
2021 Tesla Model Y Long Range,"$28,500",Lindsay Chrysler Dodge Jeep Ram,Automatic,All-Wheel Drive,Electric,4.7,"1,761 reviews","Manassas, VA (53 mi.)","48,210 mi."
2021 Tesla Model S Long Range,"$45,500",Alpha Motorsports Manassas,Automatic,All-Wheel Drive,Electric,4.6,265 reviews,"Manassas, VA (54 mi.)","24,251 mi."
2021 Tesla Model Y Long Range,"$29,495",Michigan Auto,Automatic,All-Wheel Drive,Electric,3.1,45 reviews,"Woodbridge, VA (55 mi.)","26,080 mi."
2021 Tesla Model Y Long Range,"$28,895",Kingstowne Motorcars,Automatic,All-Wheel Drive,Electric,4.2,676 reviews,"Manassas, VA (57 mi.)","39,780 mi."
2021 Tesla Model Y Long Range,"$29,995",Zoom Auto,Automatic,All-Wheel Drive,Electric,0,46 reviews,"Dumfries, VA (58 mi.)","28,108 mi."
2021 Tesla Model Y Performance Dual Motor All-Wheel Drive,"$26,997",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","50,620 mi."
2021 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$25,477",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","50,348 mi."
2023 Hyundai IONIQ 5 SE,"$32,700",Heritage Hyundai Towson,Automatic,All-Wheel Drive,Electric,4.8,"3,513 reviews","Towson, MD (13 mi.)","9,016 mi."
2019 Tesla Model S Performance,"$40,991",Hersons Kia,Automatic,All-Wheel Drive,Electric,4.6,542 reviews,"Rockville, MD (28 mi.)","48,481 mi."
2020 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$30,000",Ourisman Volkswagen of Bethesda,Automatic,All-Wheel Drive,Electric,3.2,78 reviews,"Bethesda, MD (29 mi.)","43,054 mi."
2018 Tesla Model S 75D,"$19,495",WBM of Arlington,Automatic,All-Wheel Drive,Electric,2.4,161 reviews,"Arlington, VA (34 mi.)","133,239 mi."
2021 Tesla Model Y Performance Dual Motor All-Wheel Drive,"$32,000",Koons of Tysons Chevrolet Buick GMC,Automatic,All-Wheel Drive,Electric,4.5,"1,204 reviews","Vienna, VA (38 mi.)","36,579 mi."
2020 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$30,950",Easterns Automotive Group of Alexandria,Automatic,All-Wheel Drive,Electric,4.8,"1,026 reviews","Alexandria, VA (39 mi.)","35,088 mi."
2018 Tesla Model 3 Long Range,"$26,500",Passport INFINITI of Alexandria,Automatic,All-Wheel Drive,Electric,4.1,425 reviews,"Alexandria, VA (39 mi.)","29,497 mi."
2021 Tesla Model S Plaid,"$60,000",Jim McKay Chevrolet,Automatic,All-Wheel Drive,Electric,2.5,307 reviews,"Fairfax, VA (43 mi.)","16,896 mi."
2022 Ford Mustang Mach-E Select,"$27,342",Sheehy Ford of Springfield,Automatic,All-Wheel Drive,Electric,4.2,888 reviews,"Springfield, VA (43 mi.)","28,464 mi."
