Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2018 Mercedes-Benz Sprinter 2500 Standard Roof,"$24,950",District Auto Group,Automatic,Rear-Wheel Drive,Diesel,5,24 reviews,"Marlow Heights, MD (32 mi.)","77,618 mi."
2016 Ford Transit-250 Base,"$24,950",District Auto Group,Automatic,Rear-Wheel Drive,Diesel,5,24 reviews,"Marlow Heights, MD (32 mi.)","71,397 mi."
2018 Mercedes-Benz Sprinter 2500 Standard Roof,"$25,950",District Auto Group,Automatic,Rear-Wheel Drive,Diesel,5,24 reviews,"Marlow Heights, MD (32 mi.)","43,765 mi."
2019 Mercedes-Benz Sprinter 2500 Standard Roof,"$18,995",Amko Auto Temple Hills,Automatic,Rear-Wheel Drive,Diesel,3.5,53 reviews,"Temple Hills, MD (33 mi.)","75,571 mi."
2019 Mercedes-Benz Sprinter 2500 Standard Roof,"$19,485",Amko Auto Temple Hills,Automatic,Rear-Wheel Drive,Diesel,3.5,53 reviews,"Temple Hills, MD (33 mi.)","127,917 mi."
2018 Mercedes-Benz Sprinter 2500 Standard Roof,"$20,950",Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,Automatic,Rear-Wheel Drive,Diesel,4.9,"1,155 reviews","Sterling, VA (46 mi.)","106,492 mi."
2018 Mercedes-Benz Sprinter 2500 Standard Roof,"$19,950",Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,Automatic,Rear-Wheel Drive,Diesel,4.9,"1,155 reviews","Sterling, VA (46 mi.)","134,307 mi."
2018 Mercedes-Benz Sprinter 2500 Standard Roof,"$30,950",Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,Automatic,Rear-Wheel Drive,Diesel,4.9,"1,155 reviews","Sterling, VA (46 mi.)","29,913 mi."
2019 Mercedes-Benz Sprinter 2500 Standard Roof,"$24,950",Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,Automatic,Rear-Wheel Drive,Diesel,4.9,"1,155 reviews","Sterling, VA (46 mi.)","58,525 mi."
2018 Mercedes-Benz Sprinter 2500 Standard Roof,"$29,950",Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,Automatic,Rear-Wheel Drive,Diesel,4.9,"1,155 reviews","Sterling, VA (46 mi.)","75,205 mi."
2014 Mercedes-Benz Sprinter 2500,"$8,950",Woodbridge Public Auto Auction,Automatic,Rear-Wheel Drive,Diesel,2.8,92 reviews,"Woodbridge, VA (51 mi.)","292,320 mi."
2019 Mercedes-Benz Sprinter 2500 High Roof,"$29,995",Autos Direct of Manassas,Automatic,Rear-Wheel Drive,Diesel,3.7,23 reviews,"Manassas, VA (54 mi.)","63,200 mi."
2015 Chevrolet Silverado 2500 LTZ,"$24,945",Arlington Motors of Woodbridge,Automatic,Rear-Wheel Drive,Diesel,0,1 review,"Woodbridge, VA (55 mi.)","187,972 mi."
2022 Mercedes-Benz Sprinter 2500 Standard Roof,"$104,994",Mercedes-Benz of Lancaster,Automatic,Rear-Wheel Drive,Diesel,4.8,191 reviews,"East Petersburg, PA (62 mi.)",100 mi.
2024 Mercedes-Benz Sprinter 3500 144 WB Standard Roof Cargo,"$65,047",Mercedes-Benz of Wilmington,Automatic,Rear-Wheel Drive,Diesel,3.7,"1,802 reviews","Wilmington, DE (68 mi.)",6 mi.
2011 Ford F-250 XLT,Not Priced,Hertrich's Frederick Ford,Automatic,Rear-Wheel Drive,Diesel,4.8,464 reviews,"Seaford, DE (74 mi.)","222,648 mi."
2014 Mercedes-Benz Sprinter 2500,"$29,990",LUCAS CHEVROLET,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"LUMBERTON, NJ (113 mi.)","52,725 mi."
2024 Mercedes-Benz Sprinter 3500 Standard Roof,"$64,000",Mercedes-Benz Doylestown,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Doylestown, PA (112 mi.)","3,265 mi."
2019 Mercedes-Benz Sprinter 4500 High Roof V6,"$42,495",Autos Direct of Fredericksburg - Lafayette,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Fredericksburg, VA (81 mi.)","59,747 mi."
2014 Mercedes-Benz Sprinter 2500,"$14,995",Bristol Auto Mall,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Levittown, PA (116 mi.)","148,981 mi."
2015 Mercedes-Benz Sprinter 2500,"$17,995",Bristol Auto Mall,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Levittown, PA (116 mi.)","129,833 mi."
2024 Mercedes-Benz Sprinter 2500 High Roof,"$53,700",Mercedes-Benz of Lehigh Valley,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Allentown, PA (111 mi.)","1,986 mi."
2019 Mercedes-Benz Sprinter 2500 144 WB,"$24,999",CarVision of Trooper,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Trooper, PA (93 mi.)","72,787 mi."
2017 Mercedes-Benz Sprinter 2500 Standard Roof,"$27,995",Bristol Auto Mall,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Levittown, PA (116 mi.)","188,759 mi."
2019 Mercedes-Benz Sprinter 3500 High Roof,"$32,999",VIP Auto Outlet - Southampton,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Southampton Township, NJ (117 mi.)","53,620 mi."
2014 Mercedes-Benz Sprinter High Roof,"$24,995",Bristol Auto Mall,Automatic,Rear-Wheel Drive,Diesel,N/A,N/A,"Levittown, PA (116 mi.)","120,542 mi."
