Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2022 Genesis GV70,"$34,998",CarMax Harrisonburg,Automatic,Four-Wheel Drive,Gasoline,0,1 review,N/A,"49,296 mi."
2020 Lincoln Aviator Black Label,"$47,998",CarMax Naples,Automatic,Four-Wheel Drive,Gasoline,0,2 reviews,N/A,"34,970 mi."
2018 Ford F-350 Lariat,"$34,000",Jarboe Motors,Automatic,Four-Wheel Drive,Gasoline,0,40 reviews,"Westminster, MD (28 mi.)","116,866 mi."
2016 Mitsubishi Outlander Sport SE,"$16,998",CarMax Gaithersburg,Automatic,Four-Wheel Drive,Gasoline,0,10 reviews,"Gaithersburg, MD (28 mi.)","46,770 mi."
2018 Ford EcoSport SE,"$11,459",Koons Outlet,Automatic,Four-Wheel Drive,Gasoline,3.9,62 reviews,"Falls Church, VA (37 mi.)","90,865 mi."
2022 GMC Sierra 1500 Limited Denali,"$51,000",Malloy Ford of Alexandria,Automatic,Four-Wheel Drive,Gasoline,2.5,665 reviews,"Alexandria, VA (39 mi.)","16,469 mi."
2024 Hyundai Palisade XRT,"$44,998",CarMax Frederick,Automatic,Four-Wheel Drive,Gasoline,0,7 reviews,"Frederick, MD (40 mi.)","14,663 mi."
2017 Lincoln MKX Select,"$17,998",CarMax Brandywine,Automatic,Four-Wheel Drive,Gasoline,0,7 reviews,"Brandywine, MD (41 mi.)","72,600 mi."
2017 Jaguar XF Premium,"$20,998",CarMax Dulles,Automatic,Four-Wheel Drive,Gasoline,0,26 reviews,"Sterling, VA (44 mi.)","49,019 mi."
2023 Jeep Compass Latitude,"$25,373",Ted Britt Ford - We Will Buy Your Car,Automatic,Four-Wheel Drive,Gasoline,0,308 reviews,"Fairfax, VA (44 mi.)","22,237 mi."
2019 Lexus RC 350 F-Sport,"$42,998",CarMax Dulles,Automatic,Four-Wheel Drive,Gasoline,0,26 reviews,"Sterling, VA (44 mi.)","11,390 mi."
2021 RAM 1500 Classic Warlock Quad Cab 4x4 6'4' Box,"$33,989",Thornton Chrysler Dodge Jeep Ram,Automatic,Four-Wheel Drive,Gasoline,4.7,102 reviews,"Red Lion, PA (48 mi.)","16,203 mi."
1998 Toyota T100 SR5 2dr 4WD Extended Cab SB,"$7,987",83 Autos LLC,Automatic,Four-Wheel Drive,Gasoline,0,15 reviews,"York, PA (59 mi.)","198,628 mi."
2023 Chevrolet Colorado Z71,"$42,500",Z Motor Company Inc.,Automatic,Four-Wheel Drive,Gasoline,5,124 reviews,"East Petersburg, PA (62 mi.)","2,613 mi."
2022 Ford EcoSport SE,"$17,900",Winner Ford Hyundai,Automatic,Four-Wheel Drive,Gasoline,0,934 reviews,"Dover, DE (63 mi.)","35,499 mi."
2021 Ford Bronco Sport Outer Banks,"$27,000",Bob Ruth Ford,Automatic,Four-Wheel Drive,Gasoline,4.7,"1,942 reviews","Dillsburg, PA (64 mi.)","26,166 mi."
2021 RAM 1500 Classic SLT,"$34,752",New Holland Auto Group,Automatic,Four-Wheel Drive,Gasoline,4.1,457 reviews,"New Holland, PA (67 mi.)","26,803 mi."
